id,title,link,keywords,abstract,authors,affiliations,original_filename,original_id
P021,Democratizing Entrepreneurial Ecosystems: How Accessible AI Reshapes the Geography of Entrepreneurship,https://www.dropbox.com/scl/fi/m52sirwamgtaw2dmfoaf4/R_3NtGbh1R8CY5yjn_Democratizing-Entrepreneurial-Ecosystems.pdf?rlkey=97zx0myouo42p97w7vv7hn97j&dl=0,"AI, Entrepreneruship, Entrepreneurial Ecosystem","Entrepreneurial activity is highly uneven across space, with a small number of high-volume ecosystems accounting for a disproportionate share of startups. This paper examines whether universally accessible artificial intelligence, specifically large language models (LLMs), alters this geography. We theorize LLMs as synthetic human capital that democratizes entrepreneurship through capability enhancement and task internalization in resource-scarce ecosystems. Using ChatGPT’s November 2022 release as a quasi-experimental shock, we analyze 6.2 million new firm formations across 843 U.S. metropolitan and micropolitan areas. Entrepreneurial entry increases across all ecosystems following ChatGPT’s release, with significantly larger proportional increases in low-volume ecosystems. These findings demonstrate that accessible AI can partially substitute for missing complementary resources, contributing to research on entrepreneurial ecosystems, AI in strategy and entrepreneurship, and task-based theories.",U. David Park,Syracuse University,R_3NtGbh1R8CY5yjn_Democratizing Entrepreneurial Ecosystems.pdf,R_3NtGbh1R8CY5yjn
P022,Agglomeration Economy Dynamics and Demand Spillovers: Restaurant Week Effect on Participants’ Neighbors,https://www.dropbox.com/scl/fi/2qwyaornh41yq0xyisl1b/R_3OWmRX2XefhEB0d_Agglomeration-Economy-Dynamics-and-Demand-Spillovers.pdf?rlkey=tiu0kmzgfrs45nfui4j729qa1&dl=0,"Agglomeration, geography, demand-side spillovers","Agglomeration economies generate benefits for agglomerated firms. How benefits propagate through an agglomeration is unclear because agglomerations are composed of multiple firms and each firm engages in various activities that might have spillover implications for neighbors. To observe this propagation and identify underlying mechanisms, we leverage some firms taking a specific strategic action that generates benefits for themselves that might spill over to neighbors. Focusing on demand-side (vs. supply-side) agglomeration benefits, we expect that neighbors will benefit more when geographically closer to the action-taking firms (due to lower customer search costs) or when selling similar goods to the action-taking firms (due to what customers the strategic action attracts), but benefit less when both geographically closer and selling similar goods (due to localized competition). Using a quasi-natural experiment featuring establishment-level micro-geographic data of restaurants participating in “Restaurant Week” in Washington DC (an event to stimulate demand), we find that Restaurant Week participants’ neighbors experience heightened demand for several weeks after Restaurant Week. Consistent with our expectations: neighbors benefit more when geographically closer or if selling similar goods to Restaurant Week participants. But the benefit for neighbors selling similar goods is delayed a couple weeks, which is consistent with localized competition initially offsetting spillover benefits. Our results demonstrate how firms taking specific strategic action can lead to spillovers propagating throughout an agglomeration, and how overlapping mechanisms determine who benefits and how much.","Roxanne Jaffe, Siddharth Sharma, Wilbur Chung",Vanderbilt University; Indian School of Business; University of Maryland,R_3OWmRX2XefhEB0d_Agglomeration Economy Dynamics and Demand Spillovers.pdf,R_3OWmRX2XefhEB0d
P023,The Strategic Foresight of LLMs,https://www.dropbox.com/scl/fi/uew5xbcj322l4t0svw4os/R_3RndgrhAQREX6il_The-strategic-foresight-of-LLMs.pdf?rlkey=w1gok9aj7ycl942d96x9ameyw&dl=0,artificial intelligence; strategic foresight; strategic decision-making; opportunity evaluation; strategic uncertainty,"Can artificial intelligence outperform humans at strategic foresight—the capacity to form accurate judgments about uncertain, high-stakes outcomes before they unfold?  We address this question through a fully prospective prediction tournament using live Kickstarter crowdfunding projects.  Thirty U.S.-based technology ventures, launched after the training cutoffs of all models studied, were evaluated while fundraising remained in progress and outcomes were unknown.  A diverse suite of frontier and open-weight large language models (LLMs) completed 870 pairwise comparisons, producing complete rankings of predicted fundraising success.  We benchmarked these forecasts against 346 experienced managers recruited via Prolific and three MBA-trained investors working under monitored conditions.  The results are striking: human evaluators achieved rank correlations with actual outcomes between 0.04 and 0.45, while several frontier LLMs exceeded 0.60, with the best (Gemini 2.5 Pro) reaching 0.74—correctly ordering nearly four of every five venture pairs.  These differences persist across multiple performance metrics and robustness checks.  Neither wisdom-of-the-crowd ensembles nor human-AI hybrid teams outperformed the best standalone model.","Felipe Csaszar, Aticus Peterson, Daniel Wilde",University of Michigan; New York University; Indiana University,R_3RndgrhAQREX6il_The strategic foresight of LLMs.pdf,R_3RndgrhAQREX6il
P024,"Common Ownership, Firm Hiring and the Allocation of Human Capital",https://www.dropbox.com/scl/fi/f3zdl14z8jdkafa0riqc8/R_3cY5yJVcMCxuiTJ_Common-Ownership-2C-Firm-Hiring-and-the-Allocation-of-Human-Capital.pdf?rlkey=9uiropoo3m1bpviim6rxuqc05&dl=0,common ownership; human capital; venture capital; competition; innovation,"We study how common ownership shapes the allocation of human capital across firms. We construct a novel dataset combining LinkedIn-based employment histories with data on venture capital (VC) investments in U.S. startups. Exploiting the staggered adoption of liability waivers that allow investors to hold stakes in competing business opportunities as a plausibly exogenous shock to common ownership, we show that ventures with shared investors employ more workers, pay higher wages, and experience greater turnover than independent ones. At the same time, common ownership increases job-to-job mobility within investor portfolios, suggesting that shared investors facilitate the reallocation of workers across portfolio firms. Aggregating to the local market level, we find that common ownership significantly increases worker mobility without depressing overall employment or wages, though these positive effects weaken in more concentrated labor markets. Taken together, the results are consistent with coordination synergies that relax matching frictions outweighing potential monopsony effects.","Mario Leccese, Zeyang Xue",Boston University,R_3cY5yJVcMCxuiTJ_Common Ownership%2C Firm Hiring and the Allocation of Human Capital.pdf,R_3cY5yJVcMCxuiTJ
P025,To Balance or Not To Balance: Resource-Contingent Performance to Exploration–Exploitation Orientation,https://www.dropbox.com/scl/fi/jzw9eukji1f9dnmkn0vb5/R_3kNTV5GHIpitNlN_To-Balance-or-Not-to-Balance.pdf?rlkey=olvmslf70lzd515q63ky90utx&dl=0,"ambidexterity, intertemporal transition, firm performance, firm resources, intangible assets","Research on organizational ambidexterity has long reported contradictory
performance effects: some studies show that balancing exploration and exploitation yields
superior results, whereas others find that focused commitment to one activity is more advantageous.
We argue that these inconsistencies arise because ambidexterity’s costs and benefits
depend on firms’ resource boundary conditions. Building on the distinction between non–scalefree
resources that impose rivalry and trade-offs and scale-free resources—particularly intangible
assets—that can be redeployed at low marginal cost, we develop a resource-contingent theory
of ambidexterity. Using a panel of 1,314 U.S. public firms from 1980 to 2021, we show that under
scarce non–scale-free resources, performance follows an inverted U-shape and ambidexterity
prevails; under resource slack, the curve reverses and focused strategies dominate. We further
demonstrate that while discontinuous jumps between orientations are typically costly, intangible
assets buffer reconfiguration frictions and can convert discontinuous jumps into performanceenhancing
moves. These findings reconcile prior mixed results by identifying resource redeployability
as the microfoundation that conditions when balance, focus, or discontinuous change
creates value.","Luiz Ricardo Kabbach de Castro, Arthur Guimarães Heleno, Luiz Ricardo Kabbach de Castro",Indiana University; Universidad de Navarra,R_3kNTV5GHIpitNlN_To Balance or Not to Balance.pdf,R_3kNTV5GHIpitNlN
P026,Competitive Surprise: How Unexpected Moves Shape Business Rivalry,https://www.dropbox.com/scl/fi/zr21bd6azwi9jazw914qd/R_3kXq6YgMqWIak1i_Competitive-surprise.pdf?rlkey=lbi36yy7ydhtlwbrcawytq373&dl=0,"Competitive Dynamics, Competitive Strategy, Competitive Action, Competitive Surprise, Competitive Interactions","We develop a process-based model of competitive surprise that explains how and when unexpected competitive moves create temporal advantage by impairing a rival’s response. Drawing on the awareness–motivation–capability (AMC) framework and integrating insights from psychology, military strategy, and organization studies, the model specifies both the conditions that create surprise and the mechanisms through which it shapes rival response. In the pre-surprise period, detection and interpretation barriers, such as secrecy, irregular behavior, vague or deceptive communication, and limited rival intelligence, impede early warning and delay preparedness. In the post-surprise period, two opposing mechanisms, evaluation barriers and response incentives, jointly determine the speed and effectiveness of rivals’ responses: evaluation barriers (e.g., decision interruptions, appraisal difficulties) constrain capability, while response incentives (e.g., curiosity, fear, anxiety) shape motivation. We develop propositions on how different types of surprise (novel, incongruent, and misleading) activate these mechanisms to produce distinct response outcomes. Our model contributes to (a) competitive dynamics research by embedding the temporal, cognitive, and emotional dimensions of surprise within the AMC framework, (b) first-mover advantage theory by explaining how psychological and informational asymmetries extend lead time, and (c) literature on organizational responses to unexpected events by integrating proactive and reactive perspectives of surprise.","Goce Andrevski, Ali Ahmadi, Danny Miller",Queen's University; HEC Montreal,R_3kXq6YgMqWIak1i_Competitive surprise.pdf,R_3kXq6YgMqWIak1i
P027,Organizational Repression of Stakeholder Collective Action,https://www.dropbox.com/scl/fi/olyfhxcpyd4ec6to20lhe/R_3lEw1lvqgleTueJ_Organizational-Repression-of-Stakeholder-Collective-Action.pdf?rlkey=xnltnufesdlv0r65u87wj9cns&dl=0,"Social Movements, Stakeholder Management, Repression","Organizations face mounting pressure from stakeholders to change practices and policies, yet scholarly understanding of how organizations manage this pressure remains incomplete. While existing research has examined various organizational responses to stakeholder pressure—including acquiescence, neglect, collaboration, and resistance—they have been predominantly reactive and discrete, overlooking a more systematic approach organizations employ to neutralize stakeholder pressure before it emerges and end it even if it materializes. To address this gap, this paper introduces organizational repression as an integrated strategy aimed at preventing, controlling, or constraining stakeholder collective action from evolving. Drawing on the social movements and state-based repression literatures, we theorize how organizations can effectively undermine collective action by targeting its enabling conditions across three distinct phases: emergence, coalescence and formalization. We propose five key repressive tactics—manipulating threat perceptions, closing opportunity structures, restricting resources, selectively disincentivizing recruits, and fragmenting coalitions of members and allies—and explore how organizations implement each. Ultimately, this paper contributes to the social movements and nonmarket strategy literatures by theorizing organizational repression as a stakeholder management strategy and revealing how organizations can undermine stakeholder efforts to produce organizational and societal change.","Natalie Holzaepfel, Olga Hawn, Timothy Werner",University of North Carolina at Chapel Hill; University of Texas at Austin,R_3lEw1lvqgleTueJ_Organizational Repression of Stakeholder Collective Action.pdf,R_3lEw1lvqgleTueJ
P028,Shaping an industry's value proposition as a strategic response to an unattainable substitution threshold,https://www.dropbox.com/scl/fi/45i9ap8t63mysf88kv2qz/R_3mmd0Ag0I9DHBSj_Shaping-an-industry-value-proposition.pdf?rlkey=fijvy6pcii6mfua5gu6obn86k&dl=0,Technology substitution; Endogenous shaping; Industry evolution; Photovoltaic cell; Solar,"Technology substitution is a central process in the technology evolution literature, yet our understanding remains largely limited to incumbent firms’ responses and outcomes. For example, existing studies emphasize how incumbents may impede substitution by improving the performance of incumbent technologies such that the substitution threshold shifts upward and becomes unattainable for firms developing new technologies. While such strategic actions by incumbents obstruct the substitution process, surprisingly little is known about the strategic responses available to firms developing new technologies.
We address this lacuna by theorizing shaping as a strategic response available to firms developing new technologies when facing an upward shift in the substitution threshold. Integrating research on technology substitution with the literature on endogenous shaping, we argue that when the substitution threshold becomes unattainable, these firms may attempt to shape the industry’s value proposition by altering consumers’ shared beliefs about the product’s utility and, consequently, about which technological attributes are valuable. This, in turn, redefines the substitution threshold itself, making it attainable again.
We empirically examine our theorization through an in-depth study of the photovoltaic cell industry, combining qualitative and quantitative data. Our analysis reveals a strategic shift among startups following a sharp upward shift in the substitution threshold around 2010, as firms developing new technologies shifted their strategy toward shaping the industry’s value proposition. 
This study expands the repertoire of strategic responses available to new technology firms during substitution processes and advances research on endogenous shaping by identifying conditions under which shaping emerges and how the process unfolds.","Charlotte Jacobs, Gwendolyn Lee",Louisiana State University; Purdue University,R_3mmd0Ag0I9DHBSj_Shaping an industry value proposition.pdf,R_3mmd0Ag0I9DHBSj
P029,When Autonomy Backfires: Adverse Selection in Startup Recruitment,https://www.dropbox.com/scl/fi/rkv24o33snovq6kzi033v/R_43StDMdJX5EBsFX_When-Autonomy-Backfires.pdf?rlkey=vbbo9623sfr1m3bc4243jj1gt&dl=0,"entrepreneurship, early joiner, human capital, autonomy, organizational design","To compete with established firms for talent, startups often highlight their distinctive organizational attributes in recruitment efforts. Using a dataset of 228 million job postings, we first document that autonomy is a particularly prominent attribute: startups increasingly emphasize this organizational design feature, especially when targeting more educated candidates. To assess the efficacy of this strategy, we conduct a pre-registered field experiment in partnership with an actual startup. The results reveal a counterintuitive effect: explicitly emphasizing autonomy attracts less educated candidates while deterring their more educated counterparts. We propose that this adverse selection may arise from education-contingent differences in interpretation. Specifically, more educated job seekers are more likely to construe this emphasis as (1) a marker of generalist work misaligned with their specialized human capital, (2) a sign of organizational dysfunction stemming from excessive autonomy, (3) a compensating differential substituting for inadequate pecuniary compensation, or (4) simply ""cheap talk"" that undermines employer credibility. Together, our findings demonstrate that, although autonomy is a core attribute that distinguishes entrepreneurial ventures from established firms, its explicit emphasis can paradoxically backfire—undermining efforts to attract the high-ability human capital critical to entrepreneurial success.","Saerom (Ronnie) Lee, Reuben Hurst",The Wharton School; University of Maryland,R_43StDMdJX5EBsFX_When Autonomy Backfires.pdf,R_43StDMdJX5EBsFX
P030,From Constraint to Capability: Sustainable Start-ups in Emerging Economies,https://www.dropbox.com/scl/fi/qg6v301jld98sva75pixa/R_4iVF8GHBTeeTq7i_From-Constraint-to-Capability-Sustainable-Start-ups-in-Emerging-Economies.pdf?rlkey=8n2msjmha1kdmjd1l27r56pfu&dl=0,Sustainable entrepreneurship; Dynamic capabilities; Institutional theory; Emerging economies; Start-ups; India; Sustainability-oriented innovation,"Sustainable start-ups play a crucial role in addressing environmental and social challenges, particularly in emerging economies characterized by institutional complexity. Drawing on Dynamic Capability Theory and Institutional Theory, this study examines how sustainable start-ups in India develop dynamic capabilities across the start-up and scaling-up stages of venture growth. Using a qualitative research design, data were collected through in-depth interviews with founders and senior decision-makers from ten sustainability-oriented ventures operating across diverse sectors. The data were analyzed using thematic analysis, enabling the identification of processes related to sensing, seizing, and transforming capabilities. The findings show that sensing capabilities emerge through close engagement with sustainability challenges embedded in local contexts, often supported by informal research and experimentation. Seizing capabilities involve mobilizing resources and legitimacy while responding to normative pressures and market expectations surrounding sustainable products. Transforming capabilities become critical as ventures scale, requiring technological adaptation, process formalization, and continuous navigation of regulatory constraints. Overall, the study demonstrates that dynamic capabilities in sustainable entrepreneurship are shaped by ongoing interactions with institutional environments rather than linear, purely market-driven processes. The findings contribute to a deeper understanding of capability development in sustainability-oriented ventures and offer insights for entrepreneurs and policymakers seeking to support sustainable innovation in emerging economies.",Pallavi Singh,Management Development Institute Gurgaon,R_4iVF8GHBTeeTq7i_From Constraint to Capability- Sustainable Start-ups in Emerging Economies.pdf,R_4iVF8GHBTeeTq7i
P031,"From Bits to Atoms: 3D Printing, Physical Validation, and Firm Growth",https://www.dropbox.com/scl/fi/rnqclxs3590tx1zqgkm6y/R_55Sf2kigW75s2z9_From-Bits-to-Atoms-3D-Printing-Physical-Validation-and-Firm-Growth.pdf.pdf?rlkey=3n1xsi5r6v7bzro8u6p7kg5gt&dl=0,"Innovation, growth, labor market strategy, technology strategy, 3D Printing, Additive Manufacturing","This paper investigates whether and how the adoption of 3D printing affected the growth rate of manufacturing firms in France. Using microdata from 2017 and 2019, we document a robust and positive relationship between 3D printing use and firm growth. To shed light on the underlying mechanisms, we distinguish between innovation-focused and production-focused applications of 3D printing. Our results show that the positive association is primarily driven by the use of 3D printing for internal prototyping, underscoring its role in enabling rapid experimentation and validation of design ideas in physical space. Using matched employer-employee data, we find evidence that firms using 3D printing for prototyping exhibit greater hiring of specialized R&D workers, consistent with the innovation-focused channel. Matching to the community innovation survey (CIS) reveals direct evidence of greater and more-novel product innovation in a large subsample of firms. Overall, our findings highlight that the use of 3D printing enables rapid experimentation and operates as an “invention of a method of invention.”","Kristina McElheran, Luca Fontanelli, Bernardo Caldarola, Elena Verdolini",University of Toronto; University of Brescia; European Commission,R_55Sf2kigW75s2z9_From Bits to Atoms 3D Printing Physical Validation and Firm Growth.pdf.pdf,R_55Sf2kigW75s2z9
P032,"Endurance of chance? A longitudinal study of the U.S. land-grant universities born of luck, serendipity, or both (1862-2024)",https://www.dropbox.com/scl/fi/pevhz1wjmroww74oykzsd/R_5E6RBB51X4tquOZ_Luck-and-serendipity-of-universities-Strategy-Science-Conference.pdf?rlkey=2i58rymhb9vv6fzdjjrbtskqo&dl=0,"imprinting, serendipity, luck, firm heterogeneity","Why do some chance events create enduring organizational imprints while others dissipate? I distinguish between luck (passive receipt of resources without organizational agency) and serendipity (unexpected benefits emerging through organizational action and preparedness), arguing that founding-period chance events vary in their relative composition of luck versus serendipity, creating imprints with varying durability and adaptability. Analyzing 29 U.S. universities from 1862 to 2024 using archival data, contemporary rankings, and enrollment records, I find that all land-grant universities—whether designated through luck, serendipity, or both—excel in agriculture and mechanical arts (A&M) compared to counterfactual peers, consistent with the Morrill Acts’ mandates. Yet, universities whose designations involved greater serendipity maintain A&M excellence more persistently than those driven predominantly by luck. Further, serendipity-dominant universities expanded beyond their original A&M mandates more successfully than luck-dominant ones. This study contributes to imprinting theory by revealing how organizational agency during founding shapes imprint durability and adaptability. It also advances luck and serendipity research by showing how varying compositions of chance events create distinct paths that resist change, providing one answer to why organizations exhibit persistent heterogeneity.",Kunyuan Qiao,Northeastern University,R_5E6RBB51X4tquOZ_Luck and serendipity of universities - Strategy Science Conference.pdf,R_5E6RBB51X4tquOZ
P033,Executives’ Use of Social Media as an Information Channel: Evidence from Digital Paywall Adoption,https://www.dropbox.com/scl/fi/7kp3fe3pdihacw2t1z2ku/R_5FznJ30xQI7rfjz_Executives-Use-of-Social-Media-as-an-Information-Channel.pdf?rlkey=2kdla77ob4hb3i06q847ouloh&dl=0,"Social media, traditional media, information dissemination, media attention, impression management, natural experiment, corporate governance","This study examines the strategic purpose of executives’ social media engagement by investigating whether and how executives use social media to supplement traditional media. Leveraging a natural experiment created by the staggered adoption of digital paywalls by U.S. local newspapers, along with comprehensive data on S&P 1500 executives’ social media activity, we document several findings. First, following local newspaper paywall adoption, executives of local firms significantly increase their posting activity, consistent with efforts to fill the resulting information and attention void. Second, this heightened activity is accompanied by a marked shift toward impression management content. Third, the capital-market implications of executive posts depend on the information environment: although executive posts reduce information asymmetry when local newspapers remain freely accessible, paywall adoption effectively neutralizes this beneficial effect. Cross-sectional analyses further support the proposed mechanisms. The increase in posting volume is concentrated among firms serving informationally disadvantaged retail investors and attention-sensitive consumers, as well as those with high pre-paywall local newspaper coverage. Meanwhile, the shift toward impression management is strongest among firms previously subjected to high local newspaper scrutiny. Finally, we show that executives’ increased social media communication effectively restores the stakeholder attention lost following paywall adoption.","Tiancheng Wang, Philipp Meyer-Doyle, Guoli Chen",INSEAD,R_5FznJ30xQI7rfjz_Executives’ Use of Social Media as an Information Channel.pdf,R_5FznJ30xQI7rfjz
P034,Escaping Stigma: Strategic Responses of Foreign Companies in a Recently Stigmatized Market,https://www.dropbox.com/scl/fi/xhprellk1oe1ejmwwc0kt/R_5LjOkDLwDrtczDv_Escaping-Stigma-Strategic-Responses-of-Foreign-Companies-in-a-Recently-Stigmatized-Market.pdf?rlkey=w5465zqislgca2wwmw9a15liy&dl=0,"stigma, exit strategies, international conflict, foreign market",A socially approved geographic market may become suddenly stigmatized because of events external to organizations that operate in it. Companies will need to decide whether to stay or leave this market to mitigate stigmatization by association. We develop a theory explaining how companies make such a choice. We propose that organizations decide to exit the market when the perceived costs of stigmatization outweigh the benefits from staying. This perception is shaped not only by organizations’ features but also by stigmatizers’ characteristics. We find support to our theory in event-history analyses of multinationals’ exit announcements in the context of the current Russia-Ukraine military conflict that has stigmatized the Russian market as a place for foreign businesses.,"Olga Khessina, Anastasiia Prokopenko, Samira Reis",University of Illinois at Urbana-Champaign; Universidad Carlos III de Madrid,R_5LjOkDLwDrtczDv_Escaping Stigma - Strategic Responses of Foreign Companies in a Recently Stigmatized Market.pdf,R_5LjOkDLwDrtczDv
P035,ASSESSING INITIAL PUBLIC OFFERING (IPO) STRATEGIC GROWTH PIVOTS AND HOW THEY DRIVE FIVE-YEAR OUTCOMES,https://www.dropbox.com/scl/fi/s28u5trj3ce4qtkeg0es3/R_5coLRuRusrgCPX4_ASSESSING-IPO-STRATEGIC-GROWTH-PIVOTS.pdf?rlkey=ucmbtubckodknnbpszr1iiufp&dl=0,"Initial Public Offering, IPO, firm growth, growth pivots, organic and inorganic growth","The initial public offering (IPO) represents a critical inflection point in a firm’s life cycle,
yet little is known about how newly public firms navigate post-IPO growth decisions. In this study, we examine what we term IPO strategic growth pivots by measuring and modeling how post IPO pivots between two different growth modes affect longer-term IPO performance. Note that although there is an ongoing dialogue about two types of IPO growth modes, specifically organic vs. inorganic, to date, we have not seen work that examines the change in growth modes, and that is the focus of the work done in this research. Drawing on longitudinal data from 831 U.S. IPO firms from 2010 to 2015, we analyze how the number of growth-mode pivots affects 5-year firm survival and post-IPO performance. We find that the number of growth-mode pivots exhibits curvilinear relationships with both five-year survival and long-term IPO financial performance. This pattern demonstrates that the rate of change in growth mode pivots entails meaningful costs, a dynamic that is central to change management theory and that helps explain
why performance outcomes depend not only on making changes or pivots but also managing the process by which these pivots are implemented. These findings highlight the complex and outcome-specific consequences of strategic change in the post-IPO context. This study advances research in entrepreneurship and strategic management by elucidating how strategic growth pivots entail distinct trade-offs for survival and performance. The results also offer actionable insights for executives, investors, and policymakers seeking to evaluate or guide strategic decision-making in the high-stakes years following an IPO.","Majid Rahimi, Theresa Welbourne",University of Alabama; The University of Alabama,R_5coLRuRusrgCPX4_ASSESSING IPO STRATEGIC GROWTH PIVOTS .pdf,R_5coLRuRusrgCPX4
P036,Team Composition Responses to Employee Mobility Threats,https://www.dropbox.com/scl/fi/6tyvs5y8gvlhviwm4pxz3/R_5nuUyoFh2JFXHKm_Team-Composition-Responses-to-Employee-Mobility-Threats.pdf?rlkey=1zmxbgm9914dy5wvrdfcromdl&dl=0,"Compositional Redundancy, Employee Mobility, H-1B Visa Portability, Strategic Human Capital, Innovation.","How do firms respond when employees’ mobility barriers weaken? While strategic human capital research has emphasized retention mechanisms that prevent departures, we propose that firms also insure against the disruption-induced departures by increasing compositional redundancy – structuring teams so that members possess overlapping knowledge portfolios. We test this proposition using a quasi-natural experiment: the American Competitiveness in the Twenty-First Century Act (AC21) of 2000, which increased job mobility for H-1B visa holders. Analyzing 31,769 patent-teams in the U.S. electronics industry (1996–2005), we find that teams with greater exposure to the mobility shock exhibit significantly higher knowledge similarity among members post-treatment. This effect is attenuated when potentially mobile inventors have extensive prior collaborative relationships with teammates, suggesting that relational embeddedness substitutes for compositional redundancy as an alternative insurance mechanism. Our findings advance strategic human capital theory by identifying a novel firm response to mobility threats that operates through proactive team restructuring rather than retention or replacement, revealing how organizations can cultivate resilience against human capital risks they cannot prevent.","Deepak Nayak, Kannan Srikanth, Vivek Tandon",The Ohio State University; Temple University,R_5nuUyoFh2JFXHKm_Team Composition Responses to Employee Mobility Threats.pdf,R_5nuUyoFh2JFXHKm
P037,"Nationalism Meets Entrepreneurship: Rise of Buy American Movement and Ideological Recategorization of “Proudly Made in USA,” 2000–2023",https://www.dropbox.com/scl/fi/e08dxi2e1nyrr04ae867u/R_5zpCJQGegT5pjk8_Nationalism_Meets_Entrepreneurship.pdf?rlkey=ule3nyn39augn5fmszacqxhoq&dl=0,"de-globalization, nationalism, entrepreneurship,","Nationalism has reemerged as a defining force of the twenty-first century. We examine how a grassroots nationalist movement transformed the “Made in USA” label from a simple marker of manufacturing origin into a broad ideological category that unified diverse products under a nationalist banner. Drawing on a historical analysis of the Buy American movement (2000–2023), we develop a process model of \textit{ideological re-categorization} to explain how grassroots entrepreneurs redefined a market category and reshaped the nationalism that animated it. The process began with grievance-driven entrepreneurs who mobilized economic nationalism to frame domestic production as moral resistance to globalization. Their success turned the movement into a symbolic resource for political elites, who co-opted its narratives and attracted new ideological joiners, redirecting its meaning toward exclusionary partisan nationalism increasingly detached from its material base in manufacturing. By tracing this cycle of legitimation and co-optation, we show how nationalism, as a “thin-centered” ideology, becomes a category-transforming force through its semantic flexibility and emotional resonance. These insights advance research on organizational nationalism, market categories, and grassroots entrepreneurship by showing how markets become arenas where nationalist sentiments are forged and transformed.","yilang feng, yusaku takeda",university of illinois,R_5zpCJQGegT5pjk8_Nationalism_Meets_Entrepreneurship.pdf,R_5zpCJQGegT5pjk8
P038,Unlocking Digital Value: Efficiency as a Mechanism and CSR as a Catalyst in Firm Performance,https://www.dropbox.com/scl/fi/i5wmt8bszspqsvfeqe23o/R_69soXk1kqiT11wC_digital-transformation-and-efficiency-Manuscript-12.22.2025.pdf?rlkey=59575sp9g4jvbw0ck8dakm2r9&dl=0,Digital transformation; firm performance; firm efficiency; CSR; market value,"Given the rising scholarly interest in the antecedents and consequences of digital transformation, this study investigates how digital transformation affects firm performance and proposes that such effect is mediated by firm efficiency. We also propose and examine the moderating effect of corporate social responsibility (CSR). Using a dataset of 4,760 firm-year observations from U.S. publicly listed companies between 2011 and 2018, our findings demonstrate that digital transformation enhances firm efficiency, which in turn leads to improved firm performance. Moreover, the study finds that CSR strengthens the positive relationship between digital transformation and firm performance, suggesting that firms with higher CSR engagement can derive greater benefits from digital transformation. The results offer valuable insights for both academics and practitioners by highlighting the importance of integrating digital transformation initiatives with efficiency-driven strategies and socially responsible practices. These findings contribute to the literature on digital transformation, firm efficiency, and CSR by providing a comprehensive framework for understanding the interplay between these factors and their impact on firm performance.","Marwan Al-Shammari, Kyung-Ah (Kay) Byun",University of Texas at Tyler; The University of Texas at Tyler,R_69soXk1kqiT11wC_digital transformation and efficiency Manuscript 12.22.2025.pdf,R_69soXk1kqiT11wC
P039,Codification Creep,https://www.dropbox.com/scl/fi/9hgs0ug1ailsi7maewet8/R_6eEPJQZaKPCXK2y_Codification-Creep.pdf?rlkey=v8wk8qd897n161mbjd72k27kt&dl=0,"Codification, Organizational Experience, Tacit Knowledge; Explicit Knowledge; Learning; Novelty; Nuclear Energy","We propose that experienced organizations face a phenomenon we refer to as codification creep: the accumulation of highly transferable but rigid explicit knowledge that crowds out the use of tacit knowledge needed to execute and adapt quickly. Analyzing data from 598 nuclear power plant construction projects worldwide between 1951 and 2016, we find that general contractors become slower with experience: each subsequent plant built around a specific reactor model takes over 18 days longer to complete, and unexpected rain slows experienced contractors further. Interviews and archival records illustrate the codification creep underlying these findings. To self-disrupt codification creep, we show that organizations can introduce planned novelty—by intentionally switching to a new containment building technology—to counteract the drag of past experience.","Goran Calic, Andy Wu",McMaster University; Harvard University,R_6eEPJQZaKPCXK2y_Codification Creep.pdf,R_6eEPJQZaKPCXK2y
